Name,SSN,Bar,License
"Oliver Mcclure",746-23-08,"Giza Hookah Lounge",309407-2687
"Oliver Moreno",707-52-00,"GRAPE AND GRAIN BOUTIQUE",557483-4338
"Oliver Moreno",707-52-00,"RUSSIAN GOURMET",635427-3838
"Oliver Moreno",707-52-00,"LA FERME",978070-9847
"Oliver Moreno",707-52-00,"PINES OF ROME",012827-6557
"Oliver Salazar",228-12-00,"STAINED GLASS PUB",033215-5373
"Oliver Salazar",228-12-00,"THELO GREEK GRILL",577421-5163
"Oliver Salazar",228-12-00,"CLUB 175",843001-5555
"Oliver Shepard",454-87-03,"PIZZERIA DAMARCO",443927-4046
"Oliver Shepard",454-87-03,M&BZ,474140-4315
"Oliver Walsh",821-48-03,"Guns & Bears Pub",066604-4524
"Oliver Walsh",821-48-03,"YEKTA KABOBI",018125-2537
"Oliver Walsh",821-48-03,"EL PATIO",266006-4748
"Oliver Walsh",821-48-03,"TEX'S PLACE",137395-0748
"Olivia Cabrera",255-46-03,Combat,163829-1896
"Olivia Cabrera",255-46-03,"La Fine Mousse",234798-4284
"Olivia Cabrera",255-46-03,"Connolly Station",638134-8991
"Olivia Cabrera",255-46-03,"Ulysses Pub",603310-5963
"Olivia Cabrera",255-46-03,"Kings Stores",905752-1115
"Olivia Cabrera",255-46-03,"LOS COBANOS RESTAURANT",312938-5286
"Olivia Heath",308-03-01,Porosello,775033-0743
"Olivia Heath",308-03-01,"HOT POT LEGEND",268449-3063
"Olivia Jenkins",522-28-08,Budvar,826130-4276
"Olivia Jenkins",522-28-08,"ARMAND'S PIZZERIA & GRILLE",506492-2536
"Olivia Jenkins",522-28-08,"Coconut Willie's Cocktail Loun",103228-2632
"Olivia Perry",430-18-03,"ADDISU GEBEYA",659375-5835
"Olivia Perry",430-18-03,"THAI AT SILVER SPRING",887258-6824
"Olivia Shaw",864-74-07,Candelaria,645845-0472
"Olivia Shaw",864-74-07,"Le Tr?s Particulier",432512-8710
"Olivia Shaw",864-74-07,"CHEESESTEAK MIKE'S",214195-2529
"Olivia Ware",745-79-07,"Bar Neon Monkey",829829-6701
"Olivia Ware",745-79-07,"HOP N GRAPE",197460-5337
"Olivia Ware",745-79-07,"MIDDLE EAST CUISINE",682135-2579
"Olympia Battle",313-29-01,"KWIK BAR & GRILL",343655-3428
"Olympia Battle",313-29-01,"John Bull Pub",936645-6904
"Olympia Battle",313-29-01,"The Italian Job",664654-3022
"Omar Dale",377-59-04,"PARTY TIME LOUNGE",513075-0960
"Omar Hughes",223-97-04,"CANA BEER & WINE",192695-6895
"Omar Johnson",393-98-08,"The Italian Job",664654-3022
"Oprah Duncan",408-20-01,"TOTAL BAR",532821-8028
"Oprah Duncan",408-20-01,"Satan's Whiskers",786366-9730
"Oprah Duncan",408-20-01,"HOT POT LEGEND",268449-3063
"Oprah Vincent",311-34-03,"Pivbar Kolomenskoye",365700-4523
"Oprah Vincent",311-34-03,Cabana,012286-7948
"Oprah Vincent",311-34-03,"NEW VILLAGE RESTAURANT",034706-7472
"Oprah Vincent",311-34-03,"HUNAN NIGHT",619242-8172
"Ora Coffey",067-47-01,CANOPY,993738-4536
"Ora Dudley",528-79-08,"Le Syndicat",555889-1650
"Ora Dudley",528-79-08,"Bar Neon Monkey",829829-6701
"Ora Dudley",528-79-08,"HOP N GRAPE",197460-5337
"Ora Hood",614-34-09,"KINGSVIEW CLUB",047272-1463
"Ora Hood",614-34-09,BALDUCCI'S,189932-3255
"Ora Hood",614-34-09,"SEOULFOOD DC",328119-7933
"Ora Mcleod",817-72-08,"MAMMA LUCIA",825954-1152
"Ora Mcleod",817-72-08,"EL PAISANO",269448-6792
"Ora Mcleod",817-72-08,"MIDWAY PUB",589827-6299
"Ora Meyer",312-23-03,"ADDISU GEBEYA",659375-5835
"Ora Wagner",479-84-08,"BOCA BOTANA'S",633641-0946
"Ora Wagner",479-84-08,"KOREAN KORNER",252115-9828
"Ora Wagner",479-84-08,"MRS. K'S TOLL HOUSE",204463-2632
"Ora Warren",544-37-00,"BOCA BOTANA'S",633641-0946
"Ora Warren",544-37-00,"MRS. K'S TOLL HOUSE",204463-2632
"Ora Warren",544-37-00,"THAI TASTE",393201-0154
"Oren Baird",178-79-04,"MAMMA LUCIA",825954-1152
"Oren Baird",178-79-04,"EL PAISANO",269448-6792
"Oren Baird",178-79-04,"WHEATON WINERY",426942-2970
"Oren Baird",178-79-04,"MIDWAY PUB",589827-6299
"Oren Barton",319-14-02,"PINEY BRANCH PUB",574707-0877
"Oren Barton",319-14-02,"TARA THAI RESTAURANT",033029-0636
"Oren Barton",319-14-02,"EVA LOUNGE",243206-3382
"Oren Bowman",754-56-05,"SENOR TEQUILA'S",744864-1998
"Oren Bowman",754-56-05,"ARIA BAR & GRILL",705071-9785
"Oren Bowman",754-56-05,"THE QUARRY HOUSE TAVERN",906351-1597
"Oren Burch",461-09-08,"BROOKVILLE EATERY",405616-0742
"Oren Burch",461-09-08,"Britannia Arms",033266-5462
"Oren Burch",461-09-08,SAFEWAY,076279-9393
"Oren English",814-85-07,"KINGSVIEW CLUB",047272-1463
"Oren English",814-85-07,Bruxelles,935080-2824
"Oren English",814-85-07,"TAKOMA PARK PUB",562552-4672
"Oren English",814-85-07,BALDUCCI'S,189932-3255
"Oren Patton",151-12-07,"PIZZERIA DAMARCO",443927-4046
"Oren Patton",151-12-07,M&BZ,474140-4315
"Oren Patton",151-12-07,"BANGKOK GARDEN RESTAURANT",577007-7120
"Ori Harding",701-40-04,"Castor Club",812147-3998
"Ori Harding",701-40-04,N-EUROMART,913546-5087
"Ori Harding",701-40-04,"Molly Gwynn's",408783-4273
"Ori Harding",701-40-04,"Ye Olde Mitre",379956-5316
"Ori Harding",701-40-04,"Gecko Grill",446219-2628
"Ori Mcknight",224-55-09,"FOREST GLEN PUB",724454-6920
"Ori Mcknight",224-55-09,"HOWARD BAR & GRILL",564383-9375
"Ori Strong",663-51-08,"ASPEN HILL BAR & GRILL",122581-2526
"Ori Strong",663-51-08,SAMOVAR,569005-3193
"Ori Strong",663-51-08,"Bar Italiya",278532-0199
"Orla Bruce",524-49-01,"Beertep Craft Pub",052726-7009
"Orla Bruce",524-49-01,"UNPLUGGED SPORT BAR & RESTAURA",703500-7595
"Orla Bruce",524-49-01,"LONGHORN STEAKHOUSE",039890-9002
"Orla Howard",195-49-03,"The Rivoli Bar",726147-6027
"Orla Howard",195-49-03,"St. James Tavern",454665-2704
"Orla Rollins",199-16-03,"Le Syndicat",555889-1650
"Orla Rollins",199-16-03,"HOP N GRAPE",197460-5337
"Orla Rollins",199-16-03,"The DrumLeyton",855299-2110
"Orla Rollins",199-16-03,"MIDDLE EAST CUISINE",682135-2579
"Orla Weiss",142-75-07,"TRATTORIA SORRENTO",692127-6439
"Orla Weiss",142-75-07,Respublika,457966-5128
"Orla Weiss",142-75-07,"Tavern U Okolitsy",302168-0412
"Orla Weiss",142-75-07,"Long Bar",395573-9457
"Orlando Copeland",713-99-07,"John Donne Pub",575493-8545
"Orlando Downs",296-94-04,"The Camel Pub",987575-5317
"Orlando Downs",296-94-04,CARAVAN,034340-6674
"Orlando Miranda",750-24-01,"L'Avant Comptoir de la Mer",972787-2484
"Orlando Miranda",750-24-01,"METRO CLUB",289884-2378
"Orlando Miranda",750-24-01,"LA MADELEINE",027174-2033
"Orli Richard",425-50-07,"BROOKVILLE EATERY",405616-0742
"Orli Richard",425-50-07,Anderdog,426308-0014
"Orli Richard",425-50-07,"MAPLE BEER AND WINE",624171-7682
"Orli Richard",425-50-07,"PETER'S GRILL",567033-1627
"Orli Richard",425-50-07,"MIX BAR & GRILL",167553-1543
"Orson Barr",443-82-06,"BOCA BOTANA'S",633641-0946
"Orson Barr",443-82-06,"KOREAN KORNER",252115-9828
"Orson Barr",443-82-06,"MRS. K'S TOLL HOUSE",204463-2632
"Orson Mason",815-78-07,"KWIK BAR & GRILL",343655-3428
"Orson Mason",815-78-07,"WORLD OF BEER",749156-9476
"Orson Mason",815-78-07,"John Bull Pub",936645-6904
"Orson Mason",815-78-07,"Humble Grape - Battersea",289362-8384
"Oscar Mullen",058-93-02,"DULCINEA BAR & GRILL",155187-4140
"Oscar Mullen",058-93-02,"NORMANDIE FARM RESTAURANT",604511-6289
"Oscar Mullen",058-93-02,"TAIPEI TOKYO",147454-4051
"Oscar Pickett",526-66-00,"Yan Primus",255119-6765
"Oscar Valenzuela",189-07-07,"GRAPE AND GRAIN BOUTIQUE",557483-4338
"Oscar Valenzuela",189-07-07,"CHICKEN BASKET",392762-0769
"Otto Barton",786-49-06,"BARREL & CROW",938023-9690
"Otto Barton",786-49-06,"Daly's Wine Bar",686766-4572
"Otto Horn",447-05-05,"The Duke Of Argyll",452548-3394
"Otto Horn",447-05-05,CARAVAN,034340-6674
"Otto Koch",433-49-02,"A.P. Stump's",MA12347
"Otto Koch",433-49-02,"ATTMAN'S BAR & GRILL",548813-2340
"Otto Kramer",469-47-06,Vermuteria,196332-2001
"Otto Kramer",469-47-06,"ALL SET",604478-1638
"Otto Kramer",469-47-06,"Lord John Russell Pub",804154-3375
"Otto Kramer",469-47-06,"OLD TOWN POUR HOUSE",722716-4519
"Owen Burgess",252-98-00,"TRATTORIA SORRENTO",692127-6439
"Owen Burgess",252-98-00,Respublika,457966-5128
"Owen Burgess",252-98-00,"Long Bar",395573-9457
"Owen Lott",240-62-09,"EL AMATE RESTAURANT",284564-0263
"Owen Porter",032-43-07,"The Duke Of Argyll",452548-3394
"Owen Porter",032-43-07,CARAVAN,034340-6674
"Owen Porter",032-43-07,"CAVA RESTAURANT",727659-2461
"Owen Robertson",722-58-06,"La Fine Mousse",234798-4284
"Owen Robertson",722-58-06,"Ulysses Pub",603310-5963
"Paki Emerson",020-90-05,"Pivbar Kolomenskoye",365700-4523
"Paki Emerson",020-90-05,"Mandy's Apothecary Irish Pub",036932-8331
"Paki Emerson",020-90-05,Cabana,012286-7948
"Paki Perez",840-23-03,N-EUROMART,913546-5087
"Paki Perez",840-23-03,"Molly Gwynn's",408783-4273
"Paki Perez",840-23-03,"Ye Olde Mitre",379956-5316
"Paki Richmond",485-57-01,"MAMMA LUCIA",825954-1152
"Paki Richmond",485-57-01,"The Shark and Rose",385233-3057
"Paki Richmond",485-57-01,"EL PAISANO",269448-6792
"Paki Richmond",485-57-01,"WHEATON WINERY",426942-2970
"Paki Richmond",485-57-01,"POSITANO RISTORANTE ITALIANO",784026-4704
"Paki Valentine",740-64-07,Cabana,012286-7948
"Paki Valentine",740-64-07,"HUNAN NIGHT",619242-8172
"Palmer Holden",217-03-03,"JO'S BEER-WINE",422040-9934
"Palmer Holden",217-03-03,"The Camel Pub",987575-5317
"Palmer Holden",217-03-03,CARAVAN,034340-6674
"Palmer Holden",217-03-03,"CAVA RESTAURANT",727659-2461
"Palmer Knight",432-17-03,"WOODMONT GRILL",277650-5097
"Palmer Knight",432-17-03,"Khoroshaya Ideya",627149-2743
"Palmer Knight",432-17-03,"TOMMY JOE'S BAR & GRILL",538974-8509
"Palmer Knight",432-17-03,"Roy Castle Pub",026389-3547
"Palmer Lyons",780-82-05,"HANARO RESTAURANT AND LOUNGE",367303-7044
"Palmer Owens",680-17-09,"FOREST GLEN PUB",724454-6920
"Palmer Owens",680-17-09,"HOWARD BAR & GRILL",564383-9375
"Palmer Owens",680-17-09,"DUCK DUCK GOOSE",844789-9843
"Palmer Trevino",046-03-09,"TARA THAI",514464-4324
"Paloma Berg",879-80-01,Budvar,826130-4276
"Paloma Berg",879-80-01,"ARMAND'S PIZZERIA & GRILLE",506492-2536
"Paloma Berg",879-80-01,"St. James Tavern",454665-2704
"Paloma Berg",879-80-01,"Coconut Willie's Cocktail Loun",103228-2632
"Paloma Horn",319-86-08,"The Rivoli Bar",726147-6027
"Paloma Horn",319-86-08,"St. James Tavern",454665-2704
"Paloma Key",095-77-05,"EL ANDARIEGO",822937-5764
"Paloma Key",095-77-05,"Molly Gwynn's",408783-4273
"Paloma Key",095-77-05,"Gecko Grill",446219-2628
"Paloma Myers",423-71-02,"Khoroshaya Ideya",627149-2743
"Paloma Myers",423-71-02,"TOMMY JOE'S BAR & GRILL",538974-8509
"Pamela Mclaughlin",361-54-03,"COUNTRY BOY CLUB",565494-6333
"Pamela Mclaughlin",361-54-03,"NEWS EXPRESS",615857-5438
"Pamela Mclaughlin",361-54-03,"OLNEY ALE HOUSE",103007-8750
"Pamela Rocha",276-49-08,"Guns & Bears Pub",066604-4524
"Pamela Rocha",276-49-08,"The Lounge",557061-3801
"Pamela Rocha",276-49-08,"YEKTA KABOBI",018125-2537
"Pamela Rocha",276-49-08,"EL PATIO",266006-4748
"Pamela Rocha",276-49-08,"TEX'S PLACE",137395-0748
"Pamela Rocha",276-49-08,"BENIHANA OF TOKYO",746233-3159
"Pamela Rocha",276-49-08,"AMALFI RISTORANTE",128083-8887
"Pamela Short",798-40-01,EGGSPECTATION,459940-2189
"Pamela Valdez",710-01-03,"BOCA BOTANA'S",633641-0946
"Pamela Valdez",710-01-03,"KOREAN KORNER",252115-9828
"Pamela Valdez",710-01-03,"TASTE OF EUROPE",383254-4286
"Pamela Valdez",710-01-03,"MRS. K'S TOLL HOUSE",204463-2632
"Pamela Valdez",710-01-03,"THAI TASTE",393201-0154
"Pamela Valdez",710-01-03,SASUNS,239755-5612
"Pamela Woodward",217-38-03,"Blue Angel",802054-2166
"Pamela Woodward",217-38-03,"BARREL & CROW",938023-9690
"Pamela Wooten",122-04-08,"TRATTORIA SORRENTO",692127-6439
"Pamela Wooten",122-04-08,"Tavern U Okolitsy",302168-0412
"Pamela Wooten",122-04-08,"Long Bar",395573-9457
"Pandora Mccarty",497-66-01,"SIU'S ASIAN BISTRO",647562-0404
"Pascale Blake",773-44-02,"BARKING MAD CAFE",173337-7970
"Pascale Castillo",425-94-05,"RUSSIAN GOURMET",635427-3838
"Pascale Castillo",425-94-05,"PINES OF ROME",012827-6557
"Pascale Conley",503-15-01,"IL PORTO",657698-5615
"Pascale Lowe",377-65-03,"NEW VILLAGE RESTAURANT",034706-7472
"Pascale Lowe",377-65-03,"HUNAN NIGHT",619242-8172
"Pascale Moon",816-78-03,"Chez Ammad",195979-2548
"Pascale Moon",816-78-03,"ARIA BAR & GRILL",705071-9785
"Pascale Woodard",784-18-01,"PIZZERIA DAMARCO",443927-4046
"Patience Bernard",279-63-02,"BARKING MAD CAFE",173337-7970
"Patience Bernard",279-63-02,"La Commune",273086-1339
"Patience Bernard",279-63-02,CANOPY,993738-4536
"Patience Decker",485-94-05,"J N K BEER & WINE",368909-3791
"Patience Decker",485-94-05,"The Blank Club",307264-2642
"Patience Decker",485-94-05,"SHANGHAI VILLAGE",329549-8939
"Patience Gilliam",455-88-01,Candelaria,645845-0472
"Patience Gilliam",455-88-01,"CHEESESTEAK MIKE'S",214195-2529
"Patience Gutierrez",055-98-03,Moonshiner,807305-7500
"Patience Gutierrez",055-98-03,Neko,097147-8367
"Patience Gutierrez",055-98-03,"SOUTHLAWN RESTAURANT",558375-0236
"Patience Gutierrez",055-98-03,Artesian,023683-4925
"Patience Gutierrez",055-98-03,"BACCHUS OF LEBANON",397549-9173
"Patience Gutierrez",055-98-03,"Brass Monkey",704506-9023
"Patricia Charles",609-42-04,"KWIK BAR & GRILL",343655-3428
"Patricia Finch",714-63-02,"Britannia Arms",033266-5462
"Patricia Finch",714-63-02,"MIX BAR & GRILL",167553-1543
"Patricia Griffith",752-40-05,"Belgian Pub BeerHouse",416665-7371
"Patricia Griffith",752-40-05,"THAI AT SILVER SPRING",887258-6824
"Patricia Hampton",468-60-07,"The Chandos Arms",072616-5319
"Patricia Mclean",848-51-00,BALDUCCI'S,189932-3255
"Patricia Mclean",848-51-00,"Giza Hookah Lounge",309407-2687
"Patrick Fischer",770-96-02,"JO'S BEER-WINE",422040-9934
"Patrick Fischer",770-96-02,"The Camel Pub",987575-5317
"Patrick Fischer",770-96-02,"The Duke Of Argyll",452548-3394
"Patrick Lowery",174-72-04,"Septime La Cave",207005-7456
"Patrick Lowery",174-72-04,"Bar Italiya",278532-0199
"Patrick Lowery",174-72-04,"Purple Bar at Sanderson",016922-4284
"Patrick Mcgowan",672-28-01,"La Mezcaleria",059219-3288
"Patrick Mcgowan",672-28-01,"DAD'S BEER ",987820-7241
"Patrick Mcgowan",672-28-01,"OUTTA THE WAY CAFE",993879-6407
"Patrick Mcgowan",672-28-01,"MINERVA INDIAN CUISINE",636663-6196
"Patrick Owen",193-72-06,"The Backbeat",845635-3971
"Patrick Owen",193-72-06,"La Mezcaleria",059219-3288
"Patrick Owen",193-72-06,"EL MARIACHI",107629-9856
"Patrick Owen",193-72-06,Tweed&Stout,443862-2740
"Patrick Owen",193-72-06,"DAD'S BEER ",987820-7241
"Patrick Suarez",277-76-05,"ALL SET",604478-1638
"Patrick Suarez",277-76-05,"OLD TOWN POUR HOUSE",722716-4519
"Paul Bennett",456-13-07,"Seven Bamboo",759258-8235
"Paul Bennett",456-13-07,"Le Syndicat",555889-1650
"Paul Bennett",456-13-07,"Bar Neon Monkey",829829-6701
"Paul Bennett",456-13-07,"HOP N GRAPE",197460-5337
"Paul Hayes",065-63-08,"KWIK BAR & GRILL",343655-3428
"Paul Hayes",065-63-08,"John Bull Pub",936645-6904
"Paul Hayes",065-63-08,"The Italian Job",664654-3022
"Paul Lee",100-36-04,"ASPEN HILL BAR & GRILL",122581-2526
"Paul Lee",100-36-04,SAMOVAR,569005-3193
"Paul Lee",100-36-04,"Septime La Cave",207005-7456
"Paul Lee",100-36-04,"Bar Italiya",278532-0199
"Paul Lee",100-36-04,"Purple Bar at Sanderson",016922-4284
"Paul Stevens",598-29-01,"UNPLUGGED SPORT BAR & RESTAURA",703500-7595
"Paul Stevens",598-29-01,"CHAPALA RESTAURANT",659157-0376
"Paula Hickman",412-22-07,"RED BOWL",707445-3676
"Paula Hickman",412-22-07,"WATERSHED CAFE",668344-5222
"Paula Hickman",412-22-07,"The Chandos Arms",072616-5319
"Paula Tanner",241-50-05,M&BZ,474140-4315
"Paula Tanner",241-50-05,"BANGKOK GARDEN RESTAURANT",577007-7120
"Pearl Berger",195-85-05,"COUNTRY BOY CLUB",565494-6333
"Pearl Berger",195-85-05,SAMANTHA'S,065321-9717
"Pearl Berger",195-85-05,"Bar Hemingway",573547-0154
"Pearl Berger",195-85-05,"OLNEY ALE HOUSE",103007-8750
"Pearl Callahan",411-27-05,"BROOKVILLE EATERY",405616-0742
"Pearl Callahan",411-27-05,Anderdog,426308-0014
"Pearl Callahan",411-27-05,"PETER'S GRILL",567033-1627
"Pearl Callahan",411-27-05,"MIX BAR & GRILL",167553-1543
"Pearl Callahan",411-27-05,"Hedley Club",627764-8355
"Pearl Hahn",531-36-03,SAMOVAR,569005-3193
"Pearl Hahn",531-36-03,"Ninetyeight Bar & Lounge",023694-3510
"Pearl Trujillo",411-38-04,"ADDISU GEBEYA",659375-5835
"Pearl Trujillo",411-38-04,"Belgian Pub BeerHouse",416665-7371
"Pearl Trujillo",411-38-04,"St. George's Tavern",922270-1568
"Pearl Trujillo",411-38-04,"THAI AT SILVER SPRING",887258-6824
"Pearl Vinson",242-85-02,"Blue Tattoo",768883-3750
"Pearl Vinson",242-85-02,"Monsieur Antoine",522107-1714
"Pearl Vinson",242-85-02,"SALA THAI ",339365-4516
"Penelope Harrington",388-13-06,"LOCK 72 KITCHEN & BAR",797572-9430
"Penelope Harrington",388-13-06,Vermuteria,196332-2001
"Penelope Harrington",388-13-06,"ALL SET",604478-1638
"Penelope Harrington",388-13-06,"OLD TOWN POUR HOUSE",722716-4519
"Penelope Harrington",388-13-06,"PETER CHANG'S CHINA BISTRO",578989-6023
"Penelope Harrington",713-13-08,Budvar,826130-4276
"Penelope Harrington",713-13-08,"The Rivoli Bar",726147-6027
"Penelope Harrington",713-13-08,"St. James Tavern",454665-2704
"Penelope Harrington",713-13-08,"Coconut Willie's Cocktail Loun",103228-2632
"Penelope Sosa",073-44-08,"ASPEN HILL BAR & GRILL",122581-2526
"Penelope Sosa",073-44-08,SAMOVAR,569005-3193
"Penelope Sosa",073-44-08,"Septime La Cave",207005-7456
"Penelope Sosa",073-44-08,"Bar Italiya",278532-0199
"Perry Bowen",512-21-06,"Pivbar Kolomenskoye",365700-4523
"Perry Bowen",512-21-06,"Mandy's Apothecary Irish Pub",036932-8331
"Perry Bowen",512-21-06,Cabana,012286-7948
"Perry Burris",815-54-03,"LOCK 72 KITCHEN & BAR",797572-9430
"Perry Burris",815-54-03,Vermuteria,196332-2001
"Perry Burris",815-54-03,"Lord John Russell Pub",804154-3375
"Perry Guerrero",838-01-06,"FOUR U",436611-7341
"Perry Guerrero",838-01-06,"TARA THAI",514464-4324
"Perry Young",194-61-09,Candelaria,645845-0472
"Perry Young",194-61-09,"Le Tr?s Particulier",432512-8710
"Perry Young",194-61-09,"CHEESESTEAK MIKE'S",214195-2529
"Peter Barrera",075-64-07,"PASSION FISH",994587-9188
"Peter Bell",245-29-00,"Les Trois 8",066016-1696
"Peter Giles",103-33-09,"THE GREENE TURTLE-Az",272426-2650
"Peter Giles",103-33-09,"CANA BEER & WINE",192695-6895
"Peter Gillespie",670-33-06,"ASPEN HILL BAR & GRILL",122581-2526
"Peter Gillespie",670-33-06,SAMOVAR,569005-3193
"Peter Gillespie",670-33-06,"Purple Bar at Sanderson",016922-4284
"Peter Gillespie",670-33-06,"Ninetyeight Bar & Lounge",023694-3510
"Peter Mcgowan",403-74-03,"The B-Hive",159927-7181
"Peter Mueller",083-79-04,"Tavern U Okolitsy",302168-0412
"Peter Mueller",083-79-04,"Long Bar",395573-9457
"Peter Potts",088-61-01,"THE GREENE TURTLE-Az",272426-2650
"Peter Schmidt",733-69-07,"UNPLUGGED SPORT BAR & RESTAURA",703500-7595
"Peter Strong",733-56-01,"Satan's Whiskers",786366-9730
"Peter Strong",733-56-01,"HOT POT LEGEND",268449-3063
"Peter Walter",573-42-05,"Pivbar Kolomenskoye",365700-4523
"Peter Walter",573-42-05,"Mandy's Apothecary Irish Pub",036932-8331
"Peter Walter",573-42-05,"NEW VILLAGE RESTAURANT",034706-7472
"Petra Odom",779-56-01,"BROOKVILLE EATERY",405616-0742
"Petra Odom",779-56-01,SAFEWAY,076279-9393
"Petra Odom",779-56-01,Anderdog,426308-0014
"Petra Odom",779-56-01,"MAPLE BEER AND WINE",624171-7682
"Petra Odom",779-56-01,"PETER'S GRILL",567033-1627
"Petra Patel",410-11-05,"The Allsop Arms",705990-6557
"Petra Patel",410-11-05,Beerodrom,005882-9151
"Petra Patel",410-11-05,"Yan Primus",255119-6765
"Phelan Hale",068-69-03,"COUNTRY BOY CLUB",565494-6333
"Phelan Hale",068-69-03,SAMANTHA'S,065321-9717
"Phelan Hale",068-69-03,"Bar Hemingway",573547-0154
"Phelan Hale",068-69-03,"NEWS EXPRESS",615857-5438
"Phelan Hale",068-69-03,"OLNEY ALE HOUSE",103007-8750
"Phelan Lott",164-91-07,"L’avant comptoir du marché",508969-5034
"Phelan Nieves",389-33-08,Budvar,826130-4276
"Phelan Nieves",389-33-08,"The Rivoli Bar",726147-6027
"Phelan Nieves",389-33-08,"St. James Tavern",454665-2704
"Phelan Sparks",384-93-08,"BARKING MAD CAFE",173337-7970
"Phelan Sparks",384-93-08,CANOPY,993738-4536
"Phelan Sweeney",378-05-04,"J N K BEER & WINE",368909-3791
"Phelan Sweeney",378-05-04,"MELLOW MUSHROOM",826547-8266
"Phelan Sweeney",378-05-04,"SHANGHAI VILLAGE",329549-8939
"Philip Carver",239-25-00,"Septime La Cave",207005-7456
"Philip Carver",239-25-00,"Bar Italiya",278532-0199
"Philip Carver",239-25-00,"Purple Bar at Sanderson",016922-4284
"Philip Carver",239-25-00,"Ninetyeight Bar & Lounge",023694-3510
"Philip Cortez",019-60-05,"J N K BEER & WINE",368909-3791
"Philip Cortez",019-60-05,"The Blank Club",307264-2642
"Philip Cortez",019-60-05,"SHANGHAI VILLAGE",329549-8939
"Philip Hoffman",436-31-02,"Belowzero Ice Bar",679007-3636
"Philip Hoffman",436-31-02,"WATERSHED CAFE",668344-5222
"Philip Hoffman",436-31-02,"The Chandos Arms",072616-5319
"Philip Knowles",628-92-07,"BANGKOK GARDEN RESTAURANT",577007-7120
"Philip Peterson",351-45-04,"RED BOWL",707445-3676
"Philip Peterson",351-45-04,"The Coral Room",336670-1716
"Philip Peterson",351-45-04,"WATERSHED CAFE",668344-5222
"Philip Sears",579-41-02,"Beertep Craft Pub",052726-7009
"Philip Sears",579-41-02,"UNPLUGGED SPORT BAR & RESTAURA",703500-7595
"Philip Sears",579-41-02,"CHAPALA RESTAURANT",659157-0376
"Philip Villarreal",037-43-06,"TARA THAI",514464-4324
"Philip Villarreal",037-43-06,"BETHESDA CRAB HOUSE",789601-4995
"Philip Wheeler",564-25-07,"SIU'S ASIAN BISTRO",647562-0404
"Phillip Chaney",383-55-07,"Blue Angel",802054-2166
"Phillip Chaney",383-55-07,"BARREL & CROW",938023-9690
"Phillip Hunt",063-28-00,"CRISFIELD SEAFOOD RESTAURANT",195256-6840
"Phillip Wheeler",510-13-03,"Castor Club",812147-3998
"Phillip Wheeler",510-13-03,"Winil Wine Bar",348656-7617
"Phillip Wheeler",510-13-03,N-EUROMART,913546-5087
"Phillip Wheeler",510-13-03,"Molly Gwynn's",408783-4273
"Phillip Wheeler",510-13-03,"Ye Olde Mitre",379956-5316
"Phoebe Benson",281-83-08,"The Camel Pub",987575-5317
"Phoebe Benson",281-83-08,CARAVAN,034340-6674
"Phoebe Benson",281-83-08,"CAVA RESTAURANT",727659-2461
"Phoebe Brooks",774-54-04,"RUSSIAN GOURMET",635427-3838
"Phoebe Brooks",774-54-04,"LA FERME",978070-9847
"Phoebe Brooks",774-54-04,"PINES OF ROME",012827-6557
"Phoebe Leon",373-80-00,Respublika,457966-5128
"Phoebe Leon",373-80-00,"Long Bar",395573-9457
"Phoebe Mack",812-95-03,"La Mezcaleria",059219-3288
"Phoebe Mack",812-95-03,"EL MARIACHI",107629-9856
"Phoebe Mack",812-95-03,Tweed&Stout,443862-2740
"Phoebe Moreno",224-84-07,VACE,798423-6294
"Phoebe Olson",291-77-01,EGGSPECTATION,459940-2189
"Phoebe Olson",291-77-01,"Genatzvale Hall",825794-2857
"Phoebe Wyatt",425-36-02,"St. James Tavern",454665-2704
"Phoebe Wyatt",425-36-02,"Coconut Willie's Cocktail Loun",103228-2632
